【阿黨比周】	相互勾結，相互偏袒，結黨營私。
【投桃報李】	《詩·大雅·抑》：“投我以桃，報之以李。”後以“投桃報李”比喻相互贈答，禮尚往來。
【投桃之報】	比喻給對方的報答。
【投隙抵巇】	謂伺機鑽營。
【投隙抵罅】	見“投隙抵巇”。
【投閒置散】	亦作“投閒置散”。置於閒散職位。謂不被重用。
【突飛猛進】	發展十分迅速。
【突然襲擊】	①軍事用語。乘敵方不備發動快速進攻。②泛指給對方以出其不意的打擊。
【突如其來】	突然來到或發生。
【突梯滑稽】	委婉從順；圓滑隨俗。
【圖財害命】	謀人錢財，害人性命。
【圖謀不軌】	陰謀作不法之事，多指進行不利於統治者的活動。
【圖窮匕見】	《戰國策·燕策三》載：戰國時，燕太子丹派荊軻去刺秦王，荊軻以燕督亢地圖卷匕首獻於秦王，展圖將盡，匕首露，軻以匕首刺秦王，不中被殺。後以“圖窮匕見”比喻事情發展到最後，真相畢露。
【圖作不軌】	圖謀不軌。
【徒負虛名】	見“徒有虛名”。
【徒託空言】	見“徒託空言”。
【徒託空言】	見“徒託空言”。
【徒託空言】	謂只說空話而不實行。語出《史記·太史公自序》：“子曰：‘我欲載之空言，不如見之於行事之深切著明也。’”
【徒擁虛名】	見“徒有虛名”。
【徒有其名】	見“徒有虛名”。
【徒有虛名】	空有其名聲。謂名不符實。
【徒子徒孫】	徒弟和徒孫。一個祖師沿傳下來的弟子。亦泛指信徒、黨羽，多含貶義。
【涂歌裡抃】	路途的人歌誦，裡巷的人抃舞。形容百姓歡欣快樂的昇平景象。
【涂歌裡詠】	同“涂歌邑誦”。
【涂歌巷舞】	同“涂歌裡抃”。
【涂歌邑誦】	路途邑裡的人全都歌誦。形容國泰民安、百姓歡樂的景象。
【塗脂抹粉】	①指婦女用脂粉裝飾打扮。②比喻對醜惡的東西掩飾美化。
【荼毒生靈】	殘害人民。
【荼毒生民】	同“荼毒生靈”。
【途窮日暮】	又作：日暮途窮。
【途途是道】	頭頭是道。說話或做事很有條理。
【途遙日暮】	又作：日暮途窮。比喻到了走投無路的或衰亡的境地。語本《史記·平津侯主父列傳》：“吾日暮途遠，故倒行暴施之。”
【屠門大嚼】	比喻欣羡而不能得，聊為已得之狀以自慰。
【瘏口嘵音】	猶脣焦舌敝。語本《詩·豳風·鴟鴞》“予口卒瘏”、“予維音嘵嘵”二語。
【土崩瓦解】	土倒塌，瓦碎裂。比喻徹底崩潰。
【土崩魚爛】	土崩潰，魚腐爛。比喻潰敗不可收拾。
【土豪劣紳】	泛指橫行鄉裡的地主、惡霸。
【土雞瓦狗】	見“土雞瓦犬”。
【土雞瓦犬】	亦作“土雞瓦狗”。用泥做的雞，用瓦做的狗。形容徒有其表，實則無用。
【土階茅茨】	見“土階茅屋”。
【土階茅屋】	亦作“土階茅茨”。以土為階，以茅草蓋屋。謂居住儉樸。
【土龍芻狗】	土做的龍，草扎的狗。比喻名實不相副。
【土龍沐猴】	比喻徒有虛名，而無其實。
【土木形骸】	形體象土木一樣自然。比喻人不加修飾的本來面目。
【土牛木馬】	土製的牛，木造的馬。比喻徒有其名而無實用。
【土偶蒙金】	在泥塑人像外面塗上金粉。比喻因襲模仿，徒有其表。
【土壤細流】	語出《史記·李斯列傳》：“是以太山不讓土壤，故能成其大；河海不擇細流，故能就其深。”後因以“土壤細流”比喻微不足道的事物。
【土生土長】	在本地生長。
【吐哺輟洗】	據《韓詩外傳》卷三載，周公慇勤待客，甚至于“一飯三吐哺”，唯恐失天下之士。又據《史記·高祖本紀》載，酈食其求見劉邦，劉邦方踞床洗足。酈生不拜，且斥其不宜踞見長者，於是劉邦起而謝之，延上坐。後世遂以“吐哺輟洗”為禮賢下士之典實。
【吐哺握髮】	《韓詩外傳》卷三：“成王封伯禽於魯，周公誡之曰：‘往矣，子無以魯國驕士。吾文王之子，武王之弟，成王之叔父也，又相天下，吾於天下亦不輕矣，然一沐三握髮，一飯三吐哺，猶恐失天下之士。’”按，《史記·魯周公世家》作“一沐三捉發”。後遂以“吐哺握髮”形容禮賢下士，求才心切。
【吐哺捉發】	見“吐哺握髮”。
【吐膽傾心】	同“吐肝露膽”。
【吐肝露膽】	喻赤誠相待，說出心裡話。
【吐剛茹柔】	吐出硬的，吃下軟的。比喻怕強欺弱。語本《詩·大雅·烝民》：“人亦有言：柔則茹之，剛則吐之。維仲山甫，柔亦不茹，剛亦不吐；不侮矜寡，不畏彊禦。”孔穎達疏：“柔濡者則茹食之，堅剛者則出之，喻……敵寡弱者則侵侮之，強盛者則避畏之。”
【吐故納新】	①道家養生之術。謂吐出濁氣，吸納清氣。②人體的呼吸過程，謂呼出二氧化碳，吸進新鮮空氣。③比喻揚棄陳舊的，吸收新鮮的。
【吐氣揚眉】	形容受壓抑的心情得以舒展而感到快意。
【吐食握髮】	同“吐哺握髮”。
【吐絲自縛】	喻人作了某事反使自己受困。
【吐心吐膽】	同“吐肝露膽”。
【吐珠於澤，誰能不含】	謂明珠出於水澤，則人皆取而含之。比喻君權旁落，則人皆謀奪之。
【兔角牛翼】	兔不生角，牛不長翼，故以“兔角牛翼”喻不合情理之事。
【兔葵燕麥】	形容景象荒涼。
【兔起鳧舉】	喻行動快速。
【兔起鶻落】	謂兔子剛出窩，鶻立即降落捕捉。極言動作敏捷。亦比喻作書畫或寫文章下筆迅捷。
【兔起烏沉】	謂月出日落。
【兔缺烏沈】	猶兔走烏飛。
【兔絲燕麥】	喻有名無實。
【兔死狗烹】	兔子死後，獵狗被烹食。多比喻統治者殺害功臣。語出《史記·越王勾踐世家》：“范蠡遂去，自齊遺大夫種書曰：‘蜚鳥盡，良弓藏；狡兔死，走狗烹。越王為人長頸鳥喙，可與共患難，不可與共樂。子何不去？’”
【兔死狐悲】	比喻因同類的滅亡感到悲傷。
【兔死犬饑】	比喻敵人滅亡後，功臣不受重用。
【兔頭麞腦】	形容人面貌猥瑣。多形容壞人。
【兔走鶻落】	見“兔起鶻落”。
【兔走烏飛】	謂日月運行，光陰流逝。兔，月中玉兔；烏，日中金烏。
【團頭聚面】	形容非常親密地相聚在一起。
【摶空捕影】	又作：捕風捉影。
【摶沙嚼蠟】	比喻空虛而無味。
【摶沙作飯】	比喻白費心思。
【摶香弄粉】	謂與女人廝混。
【摶心壹志】	見“摶心揖志”。
【摶心揖志】	專心一志。
【剸繁決劇】	亦作“剸繁治劇”。謂裁處繁劇的政務。
【剸繁治劇】	見“剸繁決劇”。
【推波助瀾】	比喻助長聲勢。
【推陳出新】	見“推陳致新”。
【推陳致新】	①排除陳舊的，生出新的來。指肌體內的新陳代謝。②泛指排除舊的，創出新的。
【推誠布公】	示人以誠，公正無私。
【推誠置腹】	同“推心置腹”。
【推東主西】	又作：推三阻四。
【推己及人】	以己之心度人；設身處地為他人著想。
【推己及物】	同“推己及人”。
【推襟送抱】	比喻推誠相與。襟抱，心意。
【推枯折腐】	又作：摧枯拉朽。比喻腐朽勢力極易打垮。
【推梨讓棗】	漢末孔融兄弟七人，融居第六，四歲時，與諸兄共食梨，融取小者，大人問其故，答道：“我小兒，法當取小者。”見《後漢書·孔融傳》李賢注。又南朝梁王泰幼時，祖母集諸孫侄，散棗慄于床，群兒皆競取，泰獨不取。問之，答道：“不取，自當得賜。”見《梁書·王泰傳》。後因以“推梨讓棗”謂兄弟友愛。
【推聾妝啞】	謂裝作不聞不問，什麼都不知道。
【推聾作啞】	見“推聾妝啞”。
【推輪捧轂】	古代帝王任命將帥時的隆重禮遇。
【推乾就濕】	同“推燥居濕”。
【推三推四】	同“推三阻四”。
【推三阻四】	以各種藉口推托、阻撓。
【推食解衣】	《史記·淮陰侯列傳》：“漢王授我上將軍印，予我數萬眾，解衣衣我，推食食我，言聽計用，故吾得以至於此。”後因以“推食解衣”極言恩惠之深。
【推天搶地】	形容亂推亂搡。
【推亡固存】	推翻行亡道之國，鞏固行存道之邦。
【推賢讓能】	推舉賢士，讓位與能人。
【推心致腹】	見“推心置腹”。
【推心置腹】	謂以至誠待人。語本《東觀漢記·光武帝紀》：“蕭王推赤心置人腹中，安得不投死！”
【推燥居濕】	把乾燥處讓給幼兒，自己睡在幼兒便溺後的濕處。極言撫育幼兒的辛勞。
【頹垣敗壁】	又作：頹垣廢井。
【頹垣敗井】	又作：頹垣廢井。
【頹垣斷塹】	又作：頹垣廢井。
【頹垣廢井】	倒塌了的牆，廢棄不用的井。形容荒涼破敗的景象。
【頹垣廢址】	又作：頹垣廢井。
【退避三舍】	春秋晉公子重耳出亡至楚，楚成王禮遇重耳，並問：“公子若反晉國，則何以報不穀？”重耳對曰：“若以君之靈，得反晉國，晉楚治兵，遇於中原，其闢君三舍。”舍，軍行三十里。後重耳返國執政，晉楚城濮之戰，晉軍果“退三舍以闢之”。見《左傳·僖公二十三年》、《僖公二十八年》。後因以“退避三舍”表示退讓，不敢與爭。
【退藏於密】	後退隱藏於秘密之處，不露行跡。謂哲理精微深邃，包容萬物。
【退旅進旅】	一起進退。
【退食從容】	謂官吏品行節儉正直，儀容從容自得，可為楷模。語本《詩·召南·羔羊》：“退食自公，委蛇委蛇。”鄭玄箋：“退食，謂減膳也。自，從也。從於公，謂正直順於事也。委蛇，委曲自得之貌。節儉而順心志定，故可自得也。”硃熹集傳：“南國化文王之政，在位皆節儉正直，故詩人美其衣服有常，而從容自得如此也。”
【退食自公】	減膳以示節儉。謂操守廉潔。
【退有後言】	謂當面順從，背後有異議。
【蛻故孳新】	又作：去舊生新。
【蛻化變質】	謂腐化墮落，起了質的變化。
【吞刀刮腸】	喻痛下決心改過自新。
【吞風飲雨】	又作：餐風宿露。形容四處奔波，生活艱辛。
【吞符翕景】	謂道者吞符籙，服日霞。
【吞聲忍淚】	形容強忍悲傷。
【吞聲忍氣】	強忍氣憤而不出聲。
【吞聲飲恨】	謂抱恨無言。語本南朝梁江淹《恨賦》：“自古皆有死，莫不飲恨而吞聲。”
【吞聲飲氣】	猶吞聲忍氣。
【吞聲飲泣】	形容不出聲地悲泣。
【吞炭漆身】	戰國時，豫讓受知于智伯。後，韓、趙、魏三家合力攻殺智伯。豫讓為報知遇之恩，矢志復仇。於是漆身為厲，吞炭為啞，改變聲音形貌，伺機刺殺趙襄子，事敗而死。事見《戰國策·趙策一》、《史記·刺客列傳》。後以為忍辱含垢，矢志復仇的典實。
【吞吞吐吐】	形容有話不直說或說話有顧慮，想說又不敢說的樣子。
【吞言咽理】	謂不敢聲張和申辯。
【吞雲吐霧】	《梁書·沈約傳》：“始飡霞而吐霧，終凌虛而倒影。”形容道家的絕谷養氣。後乃以“吞雲吐霧”形容吸鴉片或吸煙，多寓譏諷。
【吞紙抱犬】	吞紙充饑，抱犬禦寒。形容家貧好學。
【吞舟漏網】	見“吞舟是漏”。
【吞舟是漏】	本謂大魚漏網，後常以喻罪大者逍遙法外。
【吞舟之魚】	能吞舟的大魚。常以喻人事之大者。
【屯積居奇】	謂把奇貨儲存起來，待機高價出售。
【屯街塞巷】	形容人多擁擠。
【屯蹶否塞】	顛連困厄。
【屯毛不辨】	《漢書·溝洫志》“河復北決於館陶，分為屯氏河”唐顏師古註：“而隋室分析州縣，誤以為毛氏河，乃置毛州，失之甚矣。”後因以“屯毛不辨”喻不能分辨相近或相似的事物。
【託鳳攀龍】	又作：攀龍附鳳。比喻依附帝王、權貴。
【託公報私】	借公事報私怨。
【託公行私】	又作：假公濟私。
【託孤寄命】	《論語·泰伯》：“可以託六尺之孤，可以寄百里之命。”邢昺疏：“可以託六尺之孤者，謂可委託以幼少之君也。若周公、霍光也；可以寄百里之命者，謂君在亮陰，可當國攝君之政令也。”後以“託孤寄命”指受遺命託付輔助幼君；或君主居喪時，受命攝理朝政。亦泛指付託以常之重任。
